0	0	0	0	0	0	0	0	0	0
0	0	0	0	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339
0	0	0	0	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323
0	0	0	0	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847
0	0	0	0	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526
0	0	0	0	11.4447	1.42958	11.3468	1.427	2.49328	0.600781
0	0	0	0	13.6572	1.99915	13.827	2.07905	2.5429	0.724947
0	0	0	0	16.282	2.84648	16.3554	2.85243	2.58284	0.844365
0	0	0	0	19.363	3.87122	18.923	3.74161	2.61382	0.95648
0	0	0	0	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891
0	0	0	0	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953
0	0	0	0	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647
0	0	0	0	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822
0	0	0	0	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358
0	0	0	0	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617
0	0	0	0	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209
0	0	0	0	39.9009	13.6243	40.0971	13.6505	2.66232	1.36459
0	0	0	0	42.5714	14.9817	42.7638	15.0065	2.65515	1.33938
0	0	0	0	45.649	16.5213	45.4265	16.3307	2.64546	1.29701
0	0	0	0	47.9331	17.5349	48.0823	17.6063	2.6326	1.23832
0	0	0	0	50.5737	18.7834	50.7276	18.8172	2.61569	1.16454
0	0	0	0	53.5277	19.862	53.3577	19.9486	2.59372	1.07716
0	0	0	0	55.867	20.985	55.9669	20.9874	2.56561	0.978022
0	0	0	0	58.5799	21.9815	58.5484	21.9225	2.53033	0.869205
0	0	0	0	60.7648	22.6398	61.0941	22.7449	2.48697	0.753031
0	0	0	0	63.7478	23.7442	63.5955	23.4479	2.43482	0.631987
0	0	0	0	65.8838	23.9541	66.0431	24.0276	2.37349	0.508655
0	0	0	0	68.6759	24.6059	68.4273	24.4824	2.30293	0.385623
0	0	0	0	70.7403	24.6728	70.7384	24.8137	2.22347	0.265395
0	0	0	0	73.0732	25.0343	72.9675	25.025	2.13584	0.150292
0	0	0	0	74.9748	25.1377	75.1062	25.1224	2.04114	0.0423626
0	0	0	0	77.1386	25.2948	77.1475	25.1137	1.9408	-0.0566978
0	0	0	0	79.1718	24.9698	79.0861	25.0086	1.83649	-0.145607
0	0	0	0	81.1423	24.8704	80.9183	24.8178	1.73008	-0.223536
0	0	0	0	82.5085	24.8114	82.6423	24.5525	1.6235	-0.29012
0	0	0	0	84.2898	24.3312	84.2584	24.2245	1.51869	-0.345444
0	0	0	0	85.9743	23.7547	85.7688	23.8451	1.41749	-0.390006
0	0	0	0	87.6171	23.5127	87.1776	23.4252	1.32159	-0.424654
0	0	0	0	88.4191	22.9498	88.4904	22.9745	1.23248	-0.450514
0	0	0	0	89.7821	22.4826	89.7145	22.5017	1.15138	-0.468904
0	0	0	0	90.8419	22.0974	90.858	22.0141	1.07929	-0.481241
0	0	0	0	92.0492	21.5289	91.9302	21.5174	1.01698	-0.488964
0	0	0	0	93.3186	21.0712	92.9411	21.016	0.964993	-0.493443
0	0	0	0	93.7423	20.5071	93.9011	20.513	0.92369	-0.495919
0	0	0	0	94.494	19.8854	94.8209	20.01	0.893308	-0.497439
0	0	0	0	95.6097	19.5804	95.7116	19.5078	0.87398	-0.498816
0	0	0	0	96.559	18.8688	96.5842	19.0065	0.865773	-0.500589
0	0	0	0	97.5333	18.1735	97.45	18.506	0.868716	-0.503009
0	0	0	0	98.4162	18.1556	98.3198	18.0049	0.882805	-0.506023
0	0	0	0	98.9782	17.2949	99.2049	17.503	0.908006	-0.509278
0	0	0	0	100.441	16.9521	100.117	17.0001	0.944242	-0.512134
0	0	0	0	101.169	16.4353	101.065	16.497	0.991362	-0.513687
0	0	0	0	102.081	15.8359	102.063	15.9949	1.04911	-0.512803
0	0	0	0	102.776	15.1195	103.119	15.4967	1.11708	-0.508169
0	0	0	0	103.905	14.7607	104.244	15.0064	1.19469	-0.498349
0	0	0	0	105.316	14.0026	105.447	14.5293	1.28111	-0.481861
0	0	0	0	106.439	14.2401	106.737	14.0724	1.37529	-0.457255
0	0	0	0	108.131	13.6844	108.122	13.644	1.47592	-0.423202
0	0	0	0	109.388	13.1556	109.606	13.2536	1.58144	-0.378583
0	0	0	0	111.426	12.9557	111.196	12.9118	1.69008	-0.322574
0	0	0	0	112.797	12.8241	112.893	12.6299	1.7999	-0.254723
0	0	0	0	114.916	12.3187	114.699	12.4195	1.90891	-0.175007
0	0	0	0	116.871	12.0659	116.611	12.2921	2.01507	-0.0838683
0	0	0	0	118.85	12.4063	118.628	12.2586	2.11648	0.0177712
0	0	0	0	120.934	12.1905	120.743	12.3289	2.21139	0.128528
0	0	0	0	123.142	12.7694	122.95	12.5114	2.29835	0.246599
0	0	0	0	125.376	12.9964	125.242	12.8125	2.37624	0.369827
0	0	0	0	127.506	13.153	127.609	13.2365	2.44434	0.495787
0	0	0	0	130.334	13.781	130.042	13.7853	2.50232	0.621879
0	0	0	0	132.447	14.3423	132.53	14.458	2.55028	0.74543
0	0	0	0	135.127	14.6575	135.066	15.2513	2.58865	0.863795
0	0	0	0	137.653	16.5145	137.639	16.1592	2.61821	0.974442
0	0	0	0	140.305	17.5379	140.242	17.1733	2.63994	1.07503
0	0	0	0	142.626	18.1458	142.868	18.2829	2.65497	1.16346
0	0	0	0	145.789	19.3785	145.51	19.4754	2.66445	1.23795
0	0	0	0	148.146	20.9376	148.163	20.7364	2.66951	1.29702
0	0	0	0	150.649	21.8148	150.825	22.0502	2.67111	1.33953
0	0	0	0	153.466	22.9115	153.491	23.3999	2.66999	1.3647
0	0	0	0	156.009	25.0678	156.159	24.7682	2.66666	1.37208
0	0	0	0	159.014	26.1903	158.827	26.1372	2.66127	1.36157
0	0	0	0	161.529	27.8454	161.493	27.4891	2.65371	1.33344
0	0	0	0	164.116	29.315	164.155	28.8064	2.64354	1.28825
0	0	0	0	166.748	29.7121	166.809	30.0721	2.63006	1.22694
0	0	0	0	169.345	30.7063	169.452	31.2706	2.61238	1.15075
0	0	0	0	172.135	32.6666	172.079	32.3873	2.58945	1.06126
0	0	0	0	174.474	33.9157	174.685	33.4095	2.56021	0.960341
0	0	0	0	177.211	33.8467	177.261	34.3262	2.52363	0.850119
0	0	0	0	179.543	35.4767	179.799	35.1289	2.47883	0.732949
0	0	0	0	182.047	36.2626	182.292	35.8114	2.42515	0.611338
0	0	0	0	184.833	36.1451	184.73	36.37	2.36226	0.487877
0	0	0	0	187.296	36.9375	187.103	36.804	2.29017	0.365145
0	0	0	0	189.738	36.951	189.401	37.1147	2.20928	0.245623
0	0	0	0	191.682	37.1147	191.615	37.3064	2.12037	0.131591
0	0	0	0	193.555	37.4234	193.738	37.3853	2.02462	0.0250452
0	0	0	0	195.507	37.4891	195.762	37.3598	1.92349	-0.072386
0	0	0	0	197.582	37.303	197.683	37.2395	1.81869	-0.159495
0	0	0	0	199.356	37.3527	199.497	37.0353	1.71212	-0.235529
0	0	0	0	200.932	37.4694	201.203	36.7587	1.6057	-0.300201
0	0	0	0	202.65	37.2445	202.801	36.4212	1.50137	-0.353671
0	0	0	0	203.809	36.2941	204.294	36.0343	1.40095	-0.396497
