0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1.55123	-0.137772	2.00748	-0.178293	1.55944	-0.138501	2.09897	0.0522228	2.19595	0.109339
1.61803	0.0198033	2.30863	0.00655806	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339
3.89119	-0.133476	2.2469	-0.22211	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323
3.96596	0.0728465	2.41311	0.0821782	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323
6.85896	0.415238	3.34459	0.498889	6.86352	0.416818	6.56942	0.496096	2.36382	0.348847
6.69097	0.435077	2.63921	0.343647	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847
9.07975	0.594542	2.14881	0.028496	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526
9.09349	0.666562	2.39553	0.169293	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526
11.5746	1.6609	2.57487	1.58166	11.5755	1.6669	11.3468	1.427	2.49328	0.600781
11.5253	1.61963	2.37959	1.46757	11.4447	1.42958	11.3468	1.427	2.49328	0.600781
13.5953	2.31766	1.75182	0.135189	13.5921	2.31191	13.827	2.07904	2.5429	0.724947
13.6903	2.29505	2.31357	0.19072	13.6572	1.99915	13.827	2.07904	2.5429	0.724947
16.6394	2.89972	3.5637	0.925771	16.6456	2.903	16.3554	2.85243	2.58284	0.844365
16.4806	2.87189	2.86573	0.79656	16.282	2.84648	16.3554	2.85243	2.58284	0.844365
19.0137	3.70542	2.22183	0.846116	19.0106	3.70555	18.923	3.74161	2.61382	0.95648
19.0872	3.7257	2.37213	0.885716	19.363	3.87122	18.923	3.74161	2.61382	0.95648
21.3324	4.73124	2.13157	1.08482	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891
21.4286	4.75081	2.49487	1.17891	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891
24.0774	5.5722	2.77403	0.575319	24.0787	5.56968	24.1437	5.83295	2.65286	1.14952
24.1858	5.60642	3.00283	0.644026	24.5601	5.92334	24.1437	5.83295	2.65286	1.14952
26.6103	6.95619	1.92255	1.81898	26.6053	6.96102	26.7833	7.01246	2.6632	1.22647
26.669	6.97226	2.35663	1.97176	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647
29.5817	8.09377	3.37783	0.550256	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822
29.5271	8.08391	3.09376	0.475454	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822
31.9471	9.87101	1.87732	2.67802	31.9416	9.88017	32.0955	9.56901	2.67104	1.33358
31.9327	9.8606	1.98686	2.72251	31.7928	9.49891	32.0955	9.56901	2.67104	1.33358
34.6105	10.7121	3.18223	-0.439971	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617
34.6942	10.7409	3.28857	-0.400995	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617
37.147	12.0762	1.80281	2.51762	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209
37.2622	12.1165	2.2022	2.66522	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209
40.3215	13.4756	3.75201	0.486333	40.3285	13.4666	40.0971	13.6505	2.66232	1.36458
