px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
-0.0446588	13.272	5.21231	4.30098	0.399858	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075	1.3968	L
-0.162708	13.054	5.16603	4.30447	0.371639	-0.275042	13.1456	-0.198962	13.0566	-2.44179	-4.52955	1.12859	R
-0.165956	12.8283	5.07489	4.361	0.418939	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704	3.43088	L
-0.283943	12.6032	5.03518	4.35894	0.38085	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326	3.50531	R
-0.403311	12.3676	5.05932	4.36311	0.362404	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823	0.350721	L
-0.526795	12.1592	5.02368	4.35525	0.324897	-0.972122	12.5207	-0.669817	12.1404	-2.27111	-4.63198	3.78359	R
-0.604292	11.9402	4.99819	4.37254	0.326737	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456	0.531915	L
-0.730245	11.7121	5.00139	4.36531	0.293821	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598	2.78253	R
-0.926977	11.4681	5.08748	4.3313	0.233605	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628	4.14654	L
-1.032	11.243	5.0343	4.32668	0.200742	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549	2.8189	R
-1.20905	11.0157	5.08435	4.29936	0.155638	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364	2.22344	L
-1.28823	10.7695	5.12206	4.32717	0.191401	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075	1.36373	R
-1.41777	10.5155	5.1667	4.32428	0.176277	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686	0.876486	L
-1.50523	10.2527	5.21746	4.34685	0.201466	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198	1.44014	R
-1.6028	10.0426	5.1804	4.35001	0.193867	-1.61875	10.2374	-1.61797	10.0165	-1.96222	-4.79615	1.99215	L
-1.69176	9.81304	5.15068	4.35586	0.185411	-1.59701	9.96554	-1.71539	9.77637	-1.93497	-4.80939	0.523707	R
-1.76576	9.59306	5.11363	4.36862	0.189933	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172	0.825362	L
-1.876	9.34071	5.17101	4.37428	0.193029	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316	2.54282	R
-1.95771	9.04824	5.22891	4.39118	0.200792	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374	4.05194	L
-2.04394	8.8257	5.17434	4.39	0.179086	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347	1.84569	R
-2.14009	8.57367	5.1935	4.39323	0.172094	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238	0.141515	L
-2.26921	8.31926	5.23542	4.38122	0.14617	-2.65863	8.19477	-2.27474	8.32388	-1.80365	-4.87047	2.80573	R
-2.31493	8.08632	5.18946	4.40325	0.164066	-2.21875	8.15339	-2.3645	8.0802	-1.78727	-4.87778	0.819155	L
-2.37775	7.87381	5.12495	4.41159	0.161271	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843	5.5108	R
-2.49166	7.62227	5.16146	4.40387	0.1423	-2.59674	7.60288	-2.54177	7.59183	-1.75931	-4.89006	0.695198	L
-2.65571	7.3875	5.16663	4.36103	0.0653151	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507	5.61153	R
-2.75994	7.13148	5.19559	4.35913	0.0589883	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933	0.336836	L
-2.82057	6.89695	5.1787	4.3791	0.08778	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286	1.68093	R
-2.8616	6.68974	5.09718	4.39723	0.104065	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566	2.52964	L
-2.92587	6.46834	5.02454	4.3944	0.0775375	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774	4.01485	R
-2.98044	6.23223	5.00318	4.40763	0.0883813	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911	0.354253	L
-3.09852	5.98441	5.05482	4.39717	0.0740535	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976	3.42	R
-3.18185	5.70997	5.1049	4.40207	0.0750486	-3.17781	5.53101	-3.23274	5.63044	-1.71295	-4.9097	1.69557	L
-3.29165	5.46288	5.1089	4.38146	0.0294841	-3.19736	5.19093	-3.31843	5.38497	-1.71458	-4.90893	2.23952	R
-3.38884	5.20125	5.1479	4.37919	0.0250654	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745	0.600431	L
-3.45589	4.95544	5.14776	4.39272	0.0469064	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525	0.246164	R
-3.57124	4.6767	5.22434	4.3851	0.0358682	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233	2.16522	L
-3.68109	4.42386	5.23406	4.36496	-0.00788843	-3.50501	4.17643	-3.66325	4.40398	-1.73762	-4.89868	2.19914	R
-3.81494	4.15213	5.3087	4.35068	-0.0225604	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943	2.54765	L
-3.89462	3.91162	5.29452	4.36218	0.00407373	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918	1.21675	R
-3.96653	3.6794	5.25435	4.36712	0.0084833	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833	0.68595	L
-4.06777	3.47418	5.19383	4.34881	-0.0279532	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666	4.15377	R
-4.15889	3.22968	5.19563	4.34812	-0.0271716	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925	0.00844262	L
-4.27485	2.97495	5.23012	4.33286	-0.0539109	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104	0.752516	R
-4.36492	2.70093	5.27234	4.33674	-0.0458245	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202	1.30341	L
-4.4514	2.45144	5.27109	4.34243	-0.0307391	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218	0.197697	R
-4.55616	2.18641	5.31006	4.34098	-0.0292162	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149	0.641781	L
-4.66603	1.95515	5.29766	4.31572	-0.0841561	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994	4.01727	R
-4.78184	1.68135	5.35684	4.3127	-0.0802496	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751	1.53649	L
-4.90568	1.43209	5.38166	4.29566	-0.106581	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417	0.514196	R
-4.96497	1.19872	5.32008	4.3024	-0.0969026	-4.66779	1.28643	-4.86067	1.25049	-1.99007	-4.7799	4.9779	L
-5.06022	0.982111	5.26341	4.29949	-0.0908514	-4.98594	1.10894	-4.96094	1.01182	-2.02019	-4.76468	1.13927	R
-5.12115	0.750293	5.21298	4.30582	-0.0818636	-4.85498	0.825662	-5.06277	0.77393	-2.05174	-4.74848	3.96461	L
-5.21515	0.455483	5.30273	4.31162	-0.0742197	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127	5.23684	R
-5.29003	0.215332	5.27488	4.3153	-0.0675057	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303	1.53806	L
-5.39936	-0.0193671	5.25182	4.31817	-0.0441006	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374	5.90369	R
-5.47035	-0.257567	5.22409	4.32368	-0.0367789	-5.29972	-0.212982	-5.4869	-0.168772	-2.19181	-4.67335	1.6176	L
-5.59084	-0.439379	5.1482	4.29842	-0.0730852	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185	3.8444	R
-5.7274	-0.623464	5.08881	4.27267	-0.102003	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919	2.69887	L
-5.84254	-0.851348	5.12126	4.25124	-0.143359	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536	5.43131	R
-5.93787	-1.12059	5.17146	4.26024	-0.121474	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032	1.44872	L
-6.02646	-1.38916	5.21332	4.27072	-0.100455	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404	2.80563	R
-6.16508	-1.59611	5.18697	4.24989	-0.120945	-6.27264	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648	1.08555	L
-6.30913	-1.83269	5.26216	4.21947	-0.17551	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762	4.06626	R
-6.4152	-2.08277	5.27869	4.222	-0.16082	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742	0.490768	L
-6.56668	-2.28505	5.24381	4.19909	-0.177594	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585	3.08025	R
-6.71638	-2.49405	5.22893	4.17846	-0.192862	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288	0.47208	L
-6.87252	-2.70622	5.23246	4.15641	-0.21116	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847	1.10851	R
-6.96443	-2.97628	5.27177	4.17536	-0.172494	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326	2.50062	L
-7.09319	-3.20008	5.2485	4.17201	-0.160742	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523	0.277334	R
-7.21797	-3.39467	5.20128	4.15873	-0.169122	-7.12118	-3.26434	-7.23344	-3.31051	-2.83017	-4.25632	1.39036	L
-7.36394	-3.64303	5.24184	4.15624	-0.159369	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586	4.45639	R
-7.52359	-3.78008	5.14209	4.11606	-0.203373	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738	4.82823	L
-7.66858	-3.98873	5.14885	4.10319	-0.209654	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012	0.465136	R
-7.82257	-4.21783	5.17695	4.09652	-0.203966	-7.88049	-4.29783	-7.82094	-4.14539	-3.04381	-4.08479	0.515876	L
-7.97368	-4.43604	5.18365	4.08907	-0.199309	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778	0.396276	R
-8.13463	-4.67497	5.2263	4.08521	-0.190384	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906	1.23327	L
-8.27368	-4.87821	5.15289	4.08611	-0.16647	-8.453	-4.95621	-8.29011	-4.74759	-3.2093	-3.93861	2.50815	R
-8.40564	-5.09762	5.15345	4.08804	-0.153437	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641	0.286962	L
-8.55221	-5.26432	5.05944	4.07437	-0.154334	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242	3.89624	R
-8.74286	-5.46272	5.08221	4.05189	-0.172545	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663	1.73905	L
-8.90199	-5.6596	5.06897	4.04277	-0.171273	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901	0.319609	R
-9.05887	-5.84591	5.05486	4.03088	-0.175732	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955	0.133983	L
-9.19772	-6.00225	4.95585	4.02075	-0.172795	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823	6.13437	R
-9.37681	-6.10373	4.87048	3.97644	-0.219196	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503	4.73375	L
-9.5526	-6.28605	4.88216	3.96247	-0.222718	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994	0.9218	R
-9.69168	-6.49582	4.89571	3.97171	-0.196895	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40294	0.549279	L
-9.91461	-6.65526	4.95624	3.93246	-0.23768	-10.6688	-6.35543	-10.0359	-6.57431	-3.76968	-3.33404	7.03709	R
-10.1178	-6.81944	4.96785	3.90727	-0.254123	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321	0.642929	L
-10.3032	-6.98093	4.9824	3.88842	-0.263557	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046	1.01749	R
-10.5325	-7.16151	5.03475	3.86445	-0.276045	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577	3.62543	L
-10.7388	-7.30259	5.03719	3.83604	-0.295297	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916	1.86894	R
-10.9849	-7.46424	5.0862	3.80517	-0.314398	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062	3.54771	L
-11.174	-7.60338	5.04021	3.78783	-0.31624	-10.986	-7.3707	-11.2161	-7.50861	-4.09021	-2.88015	1.25189	R
-11.3228	-7.75935	4.9947	3.79102	-0.293522	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777	3.1547	L
-11.5187	-7.88543	4.96013	3.7688	-0.303115	-11.4213	-7.46085	-11.6304	-7.78849	-4.19067	-2.71348	1.78609	R
-11.6988	-7.9901	4.90509	3.74518	-0.314695	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273	3.03354	L
-11.8925	-8.10212	4.82512	3.72212	-0.323881	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924	1.77531	R
-12.1075	-8.19273	4.80594	3.68653	-0.348214	-12.09	-8.08828	-12.2702	-8.17609	-4.33308	-2.44932	0.673566	L
-12.3344	-8.32098	4.89325	3.66682	-0.349643	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756	2.7243	R
-12.5381	-8.40198	4.8541	3.63579	-0.367101	-12.4231	-8.2599	-12.7082	-8.41193	-4.42155	-2.26399	1.77882	L
-12.7442	-8.48707	4.78322	3.60652	-0.382685	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863	1.67235	R
-13.0219	-8.57652	4.84413	3.56393	-0.410245	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151	4.14402	L
-13.2712	-8.67659	4.90875	3.5396	-0.412191	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267	2.78355	R
-13.4927	-8.7237	4.87506	3.50087	-0.435138	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214	1.82103	L
-13.7094	-8.76293	4.78456	3.45841	-0.466289	-13.6376	-8.26343	-13.8392	-8.91729	-4.61524	-1.76997	3.67085	R
-13.9347	-8.87559	4.80259	3.45366	-0.443205	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662	0.982075	L
-14.1865	-8.96718	4.90029	3.44164	-0.423318	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086	2.95998	R
-14.409	-9.0809	4.90437	3.44262	-0.396296	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402	0.718578	L
-14.6382	-9.15158	4.8833	3.42264	-0.39829	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573	0.278143	R
-14.9245	-9.14854	4.92402	3.362	-0.446879	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603	1.95803	L
-15.1832	-9.22176	4.96005	3.3471	-0.436454	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125	4.54945	R
-15.4469	-9.33936	5.00817	3.35346	-0.401442	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269	5.40268	L
-15.6899	-9.36788	4.95319	3.31771	-0.42812	-15.9381	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159	2.07635	R
-15.9466	-9.45404	4.98101	3.31512	-0.404897	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484	2.16123	L
-16.1981	-9.46251	4.95641	3.27554	-0.433024	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734	2.28481	R
-16.4497	-9.45655	4.95829	3.23651	-0.4539	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198	0.494315	L
-16.6678	-9.45564	4.89583	3.20382	-0.471385	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.4343	5.14829	R
-16.9512	-9.44087	4.94703	3.16343	-0.490495	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773	1.46712	L
-17.2031	-9.50121	4.97935	3.16996	-0.446945	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479	7.91071	R
-17.4632	-9.52003	4.9955	3.15326	-0.439929	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024	0.507327	L
-17.7209	-9.50884	4.98761	3.12137	-0.456825	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703	1.69128	R
-17.9756	-9.4765	4.99712	3.08703	-0.470294	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151	0.184735	L
-18.2196	-9.43815	4.97025	3.04862	-0.495076	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648	0.692299	R
-18.4207	-9.4856	4.8968	3.05954	-0.454345	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847	2.31513	L
-18.6569	-9.47345	4.90413	3.04662	-0.436811	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522	1.70255	R
-18.9054	-9.46508	4.90763	3.0326	-0.427519	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707	0.270387	L
-19.1355	-9.4273	4.9051	3.01121	-0.423124	-18.6983	-9.02886	-19.1305	-9.50446	-4.78851	0.774927	3.94714	R
-19.3819	-9.30655	4.93212	2.95112	-0.468549	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083	3.01302	L
-19.6153	-9.23013	4.90788	2.90925	-0.498961	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907	1.12459	R
-19.8676	-9.106	4.94932	2.85553	-0.531886	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408	1.30601	L
-20.1053	-9.00406	4.96537	2.81707	-0.544184	-20.3815	-7.67549	-20.0775	-9.30061	-4.67066	1.26215	4.93829	R
-20.2772	-9.13575	4.78894	2.88144	-0.441934	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303	14.7496	L
-20.516	-9.09445	4.80008	2.87285	-0.421932	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334	1.55455	R
-20.7375	-8.99797	4.80246	2.83815	-0.437658	-20.6596	-8.91527	-20.7695	-9.08408	-4.54896	1.62296	0.715835	L
-20.9795	-8.91703	4.81817	2.81191	-0.445452	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179	2.45731	R
-21.1756	-8.84899	4.77038	2.79315	-0.442155	-21.0195	-8.85082	-21.2198	-8.90987	-4.45191	1.85973	1.29572	L
-21.4086	-8.76128	4.77605	2.7665	-0.452223	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666	1.92204	R
-21.601	-8.73704	4.70009	2.76988	-0.423448	-21.5029	-8.87191	-21.6597	-8.71217	-4.34223	2.0925	1.7553	L
-21.792	-8.59424	4.65494	2.70699	-0.493482	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712	6.55918	R
-21.9951	-8.5177	4.63125	2.69197	-0.482745	-21.9793	-8.57089	-22.088	-8.49143	-4.22007	2.32043	0.198192	L
-22.2046	-8.41084	4.65168	2.67284	-0.468139	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232	1.9843	R
-22.4361	-8.31209	4.6784	2.65604	-0.460187	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427	1.22823	L
-22.627	-8.19615	4.65339	2.62491	-0.47593	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145	0.909295	R
-22.8654	-7.95338	4.79513	2.55441	-0.526496	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848	5.92551	L
-23.0559	-7.80329	4.77313	2.50628	-0.571819	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637	3.53636	R
-23.2843	-7.6254	4.84819	2.47048	-0.578265	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.96699	2.24151	L
-23.4845	-7.48623	4.86877	2.4619	-0.53752	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828	1.75366	R
-23.6504	-7.34245	4.83337	2.43566	-0.537705	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746	0.661158	L
-23.8416	-7.18242	4.85168	2.41467	-0.524516	-24.0505	-6.56969	-23.8393	-7.22897	-3.52321	3.26445	0.916113	R
-24.0027	-7.0899	4.76181	2.41017	-0.50293	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916	2.08901	L
-24.1704	-6.90754	4.76834	2.37143	-0.524489	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149	1.9707	R
-24.332	-6.65454	4.84863	2.31471	-0.556099	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138	3.2361	L
-24.4993	-6.47787	4.8426	2.28195	-0.572828	-24.788	-7.18367	-24.5066	-6.53895	-3.14289	3.62873	3.48687	R
-24.5973	-6.33862	4.73236	2.25505	-0.573658	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347	5.30557	L
-24.7381	-6.14969	4.7306	2.224	-0.576002	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553	0.306945	R
-24.9209	-5.94496	4.78909	2.20112	-0.568084	-25.146	-5.91902	-24.955	-5.97587	-2.83296	3.87484	2.7186	L
-25.0518	-5.74019	4.79552	2.17049	-0.566677	-24.8975	-5.02285	-25.094	-5.7802	-2.72538	3.95132	1.85512	R
-25.1844	-5.56863	4.76156	2.15021	-0.558834	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492	0.348935	L
-25.3379	-5.38322	4.77351	2.14435	-0.518424	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557	1.32674	R
-25.482	-5.15867	4.81707	2.1173	-0.518589	-25.5712	-5.10241	-25.4779	-5.1713	-2.39109	4.16322	0.620118	L
-25.6136	-4.98153	4.79515	2.11452	-0.474563	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781	6.36299	R
-25.7277	-4.80919	4.74474	2.0972	-0.468757	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893	0.561622	L
-25.8486	-4.60349	4.75022	2.07907	-0.456928	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764	0.21263	R
-25.961	-4.36021	4.79569	2.04785	-0.465126	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279	0.537723	L
-26.07	-4.13914	4.79359	2.00343	-0.519099	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471	11.1242	R
-26.1613	-3.85513	4.87802	1.96118	-0.535167	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337	2.01049	L
-26.2352	-3.61752	4.87608	1.90935	-0.590044	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875	3.52783	R
-26.2638	-3.35045	4.89518	1.85731	-0.613687	-25.9974	-3.24722	-26.2453	-3.4138	-1.4322	4.59081	4.37253	L
-26.3135	-3.10582	4.89795	1.81149	-0.643051	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954	0.48292	R
-26.3375	-2.87074	4.87593	1.76999	-0.653545	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493	1.41134	L
-26.3957	-2.6443	4.86334	1.74815	-0.635771	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69695	1.43702	R
-26.4717	-2.49066	4.754	1.74051	-0.613844	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562	5.83142	L
-26.5272	-2.25562	4.76188	1.7244	-0.585104	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091	1.02032	R
-26.5771	-2.05939	4.70971	1.70539	-0.575908	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284	1.22253	L
-26.6082	-1.82316	4.71349	1.68629	-0.551094	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141	2.00479	R
-26.6061	-1.57441	4.72656	1.64827	-0.561793	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664	1.12577	L
-26.6032	-1.34445	4.71458	1.60586	-0.590886	-26.4998	-2.19525	-26.6338	-1.28695	-0.289538	4.81852	1.67326	R
-26.6066	-1.11763	4.70088	1.57645	-0.5911	-26.5998	-1.14277	-26.6451	-1.04586	-0.161615	4.8271	0.0402956	L
-26.636	-0.893046	4.69085	1.5617	-0.571214	-27.2008	-1.67678	-26.65	-0.804425	-0.0338883	4.83238	5.16176	R
-26.6471	-0.642425	4.71915	1.53841	-0.564894	-26.7355	-0.59539	-26.6485	-0.562812	0.0935412	4.83439	0.544883	L
-26.6344	-0.400838	4.73268	1.50007	-0.590223	-26.9891	0.0351491	-26.6406	-0.321181	0.220572	4.83317	2.25092	R
-26.589	-0.10729	4.81952	1.45993	-0.599221	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874	2.62292	L
-26.5696	0.131979	4.82311	1.43068	-0.603735	-26.9537	0.136944	-26.6059	0.161489	0.473041	4.82116	2.75443	R
-26.5461	0.423193	4.90596	1.40555	-0.59619	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045	1.68545	L
-26.534	0.661321	4.89369	1.39735	-0.557345	-26.8241	0.381508	-26.5462	0.642323	0.722748	4.79667	1.79508	R
-26.5265	0.942385	4.95554	1.3842	-0.540332	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986	3.00826	L
-26.4888	1.20149	4.96921	1.3779	-0.49157	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007	7.10833	R
-26.432	1.43888	4.96098	1.35086	-0.494318	-26.3986	1.42212	-26.4101	1.35745	1.09052	4.73737	0.0754311	L
-26.3932	1.65814	4.91941	1.33882	-0.469822	-26.5072	-0.563929	-26.3526	1.59361	1.21096	4.71181	8.35483	R
-26.3383	1.86987	4.87744	1.3154	-0.470603	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345	0.377107	L
-26.2702	2.10123	4.87504	1.28691	-0.481561	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235	0.241486	R
-26.208	2.2954	4.81367	1.26318	-0.482328	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859	0.83025	L
-26.1453	2.52329	4.80179	1.25246	-0.453434	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223	0.77493	R
-26.0667	2.76499	4.82435	1.23075	-0.452017	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334	0.106269	L
-25.9716	2.98783	4.8359	1.18886	-0.496761	-26.3234	3.02388	-25.884	2.97746	1.90543	4.502	2.90745	R
-25.8702	3.26536	4.92077	1.1667	-0.492426	-25.8345	3.42005	-25.786	3.20139	2.01582	4.45828	1.50819	L
-25.7872	3.49511	4.92322	1.14729	-0.488575	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227	2.13785	R
-25.6815	3.69677	4.89212	1.11959	-0.492624	-25.6666	3.63509	-25.5737	3.64238	2.23146	4.36404	0.238809	L
-25.5647	3.90476	4.88211	1.08861	-0.503537	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367	1.13759	R
-25.4977	4.08546	4.81007	1.07492	-0.492921	-25.7492	3.99967	-25.3402	4.07353	2.43989	4.26125	3.81332	L
