px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
10.3506	-4.27005	-2.63041	-2.29829	0.290015	10.3644	-4.16342	10.35	-4.15	1.81768	2.7265	0.671961	L
10.4718	-4.17729	-2.65095	-2.31811	0.234984	10.5985	-4.12247	10.45	-4.05	1.81792	1.81792	1.81134	R
10.5667	-4.04121	-2.67403	-2.2895	0.249202	10.5415	-3.9454	10.55	-3.95	1.8179	1.8179	0.561555	L
10.665	-3.92661	-2.67998	-2.2756	0.248636	10.7092	-3.85166	10.65	-3.85	1.81903	1.81904	0.0703026	R
10.7603	-3.79901	-2.69506	-2.25507	0.25476	10.7616	-3.75002	10.75	-3.75	1.81902	1.81903	0.13914	L
10.8108	-3.65242	-2.67039	-2.17687	0.35335	10.795	-3.60617	10.8	-3.6	0.909773	2.72931	5.21085	R
10.8869	-3.51526	-2.68111	-2.14765	0.362233	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928	0.226923	L
10.9897	-3.41961	-2.69834	-2.17657	0.286899	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928	3.37482	R
11.0631	-3.27404	-2.73209	-2.14635	0.300788	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0.814603	L
11.1075	-3.11902	-2.72188	-2.07389	0.386239	11.1178	-2.98807	11.1	-3	0.907725	2.72317	3.96212	R
11.1729	-2.95966	-2.74768	-2.0391	0.398156	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0.554898	L
11.2232	-2.80983	-2.74954	-1.99427	0.431138	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	0.682531	R
11.2787	-2.64475	-2.77641	-1.95841	0.441622	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0.517912	L
11.2218	-2.4392	-2.76488	-1.77647	0.686073	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	29.6459	R
11.2352	-2.28246	-2.76499	-1.72901	0.695006	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0.345221	L
11.3379	-2.18187	-2.72784	-1.81532	0.49697	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	20.1679	R
11.3689	-2.01911	-2.74722	-1.78193	0.50155	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0.227215	L
11.3756	-1.86125	-2.74995	-1.72614	0.544209	11.3011	-1.79507	11.35	-1.8	0	2.73035	0.964861	R
11.3861	-1.70293	-2.75659	-1.68858	0.550891	11.3326	-1.67041	11.35	-1.65	0	2.73033	0.212481	L
11.3265	-1.54144	-2.76779	-1.57198	0.686839	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	9.84557	R
11.3138	-1.39373	-2.77637	-1.53027	0.693048	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0.227417	L
11.2651	-1.23057	-2.79217	-1.44331	0.769105	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	3.06228	R
11.2275	-1.0958	-2.76626	-1.3942	0.776885	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0.518724	L
11.1059	-0.93717	-2.82397	-1.24056	0.955394	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	17.9369	R
11.0414	-0.789697	-2.84275	-1.18343	0.9625	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	0.56956	L
10.9918	-0.652535	-2.81953	-1.15125	0.927029	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	1.12222	R
10.9151	-0.521402	-2.80834	-1.09363	0.934125	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0.191612	L
10.8154	-0.385524	-2.83557	-1.01018	0.985749	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	1.79703	R
10.7159	-0.275712	-2.81206	-0.94497	0.998251	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	0.497392	L
10.548	-0.153239	-2.90873	-0.803323	1.13542	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	13.8658	R
10.4176	-0.0663176	-2.88368	-0.725393	1.15269	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	0.705423	L
10.3256	0.0268225	-2.82792	-0.688428	1.11268	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	2.10888	R
10.1919	0.0835434	-2.78879	-0.60759	1.1361	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	1.07917	L
10.0444	0.15718	-2.81071	-0.524579	1.16547	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	1.07409	R
9.89666	0.184644	-2.77059	-0.43394	1.19628	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	1.38729	L
9.7438	0.232226	-2.78223	-0.353227	1.2158	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	0.735297	R
9.58587	0.221701	-2.73951	-0.248723	1.25859	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	2.07903	L
9.42966	0.244197	-2.74941	-0.169119	1.27108	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	0.461234	R
9.27287	0.236622	-2.73667	-0.0790821	1.29328	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0.454459	L
9.12115	0.238694	-2.73336	-0.00444577	1.29669	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0.0687816	R
8.96827	0.240286	-2.7398	0.0633578	1.2922	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	0.0452081	L
8.85287	0.196646	-2.61021	0.151384	1.31108	8.90199	0.247143	8.85	0.25	-1.81847	0	7.15331	R
8.72011	0.194267	-2.60737	0.204071	1.29086	8.76016	0.263752	8.75	0.25	-1.81846	0	0.374737	L
8.53754	0.216767	-2.76362	0.225248	1.22955	8.46355	0.258809	8.55	0.25	-3.6326	0	11.5182	R
8.38615	0.196695	-2.77011	0.278805	1.21373	8.35367	0.252596	8.35	0.25	-3.6326	0	0.239483	L
8.23285	0.16181	-2.78405	0.335978	1.20218	8.05161	0.241868	8.2	0.25	-2.72841	0	0.533053	R
8.08569	0.142942	-2.78397	0.374046	1.17214	8.05411	0.247878	8.05	0.25	-2.72842	0	0.709587	L
7.93801	0.0983395	-2.79163	0.425335	1.15714	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	0.522453	R
7.79229	0.0596966	-2.79164	0.466251	1.13281	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0.54942	L
7.64853	0.0167898	-2.81256	0.497428	1.09429	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	1.28518	R
7.50609	-0.0341238	-2.81007	0.53653	1.07218	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0.518269	L
7.34455	-0.0492271	-2.87384	0.519731	0.979682	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	6.16827	R
7.2132	-0.0872437	-2.86101	0.541559	0.951874	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	0.902077	L
7.11041	-0.184109	-2.80143	0.623886	0.998705	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	3.44282	R
6.9825	-0.246937	-2.7856	0.65691	0.976569	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0.614167	L
6.8727	-0.343585	-2.76495	0.719677	0.993199	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	0.644361	R
6.76114	-0.424188	-2.74641	0.759912	0.979198	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0.356066	L
6.66812	-0.532579	-2.72614	0.825879	0.999568	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	0.576682	R
6.56578	-0.628431	-2.71424	0.869454	0.98857	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0.242715	L
6.51907	-0.795009	-2.69275	1.00239	1.10413	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	6.69273	R
6.44448	-0.92566	-2.69584	1.06547	1.10635	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	0.0140869	L
6.3935	-1.06304	-2.70434	1.14203	1.1355	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	0.394525	R
6.34154	-1.20054	-2.71911	1.20499	1.14044	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	0.20054	L
6.29571	-1.32539	-2.71568	1.25549	1.12896	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	0.22416	R
6.25684	-1.4511	-2.71075	1.3101	1.12768	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0.0257969	L
6.25859	-1.61921	-2.74631	1.42647	1.21882	6.24787	-1.61119	6.25	-1.6	0	-2.99288	4.36237	R
6.24183	-1.75542	-2.74654	1.48684	1.21812	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0.00235229	L
6.27536	-1.93834	-2.7943	1.61572	1.31231	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	5.05437	R
6.29814	-2.0849	-2.78134	1.69291	1.31869	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0.188944	L
6.31067	-2.21342	-2.72744	1.73644	1.27003	6.53066	-2.26346	6.35	-2.2	0	-2.72782	2.80729	R
6.3457	-2.3565	-2.72102	1.80938	1.27388	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0.0464982	L
6.35907	-2.48744	-2.67795	1.84594	1.22225	6.27034	-2.51837	6.35	-2.55	0	-3.63689	2.20836	R
6.39055	-2.64522	-2.70389	1.90352	1.20928	6.34287	-2.73391	6.35	-2.75	0	-3.63689	0.548298	L
6.4475	-2.7998	-2.73788	1.97607	1.21917	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	0.610013	R
6.49439	-2.95829	-2.76738	2.02847	1.20067	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	0.766951	L
6.54876	-3.09583	-2.75188	2.07647	1.17404	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	0.816627	R
6.60502	-3.24848	-2.77735	2.12175	1.15134	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0.762668	L
6.67095	-3.37782	-2.74585	2.16507	1.12018	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	1.59568	R
6.73175	-3.52973	-2.77302	2.19991	1.08964	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	1.10546	L
6.80269	-3.65947	-2.7538	2.2379	1.06001	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	1.29679	R
6.86141	-3.8181	-2.78572	2.25659	1.01579	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	1.97179	L
6.92591	-3.93844	-2.73182	2.2818	0.974318	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	3.06568	R
6.98309	-4.09899	-2.76126	2.28852	0.922887	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	2.35806	L
7.09169	-4.24102	-2.83036	2.33442	0.922378	7.10395	-4.4909	6.95	-4.4	1.81821	-2.72732	2.38372	R
7.15961	-4.40217	-2.85629	2.33734	0.870385	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	2.20124	L
7.23882	-4.52064	-2.81235	2.35944	0.838485	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	2.18284	R
7.29377	-4.68912	-2.83255	2.34422	0.772971	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	3.21508	L
7.35897	-4.79233	-2.76053	2.35562	0.736643	7.24619	-4.97657	7.2	-4.95	1.00033	-2.00068	4.03695	R
7.40841	-4.93458	-2.76689	2.34281	0.684293	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	2.19629	L
7.5131	-5.05977	-2.85608	2.37348	0.688821	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	5.88074	R
7.57043	-5.20983	-2.86724	2.35646	0.634149	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	2.25879	L
7.63245	-5.30969	-2.73988	2.36163	0.593642	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	9.46284	R
7.69455	-5.46019	-2.74353	2.34623	0.543012	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	1.85986	L
7.78886	-5.5794	-2.7683	2.36506	0.534403	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	2.61051	R
7.86104	-5.7294	-2.77671	2.35147	0.489175	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	1.37049	L
7.92373	-5.82898	-2.65158	2.35137	0.452765	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	9.33866	R
7.98529	-5.96889	-2.6496	2.33489	0.409729	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	1.32758	L
8.08846	-6.08867	-2.69563	2.35252	0.407732	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	1.72643	R
8.15371	-6.24078	-2.70419	2.32875	0.359763	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	1.48939	L
8.26577	-6.36743	-2.7608	2.34547	0.359576	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	1.71078	R
8.33552	-6.52361	-2.7723	2.32012	0.312817	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	1.3915	L
8.4	-6.62767	-2.66527	2.31374	0.281797	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	6.5734	R
8.45343	-6.77265	-2.66075	2.28524	0.2365	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	1.41841	L
8.52952	-6.88631	-2.63809	2.28448	0.221228	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	0.880906	R
8.57409	-7.04557	-2.64213	2.24358	0.166846	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	1.83809	L
8.67944	-7.17476	-2.71266	2.25774	0.177706	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	2.93017	R
8.7358	-7.33989	-2.72835	2.22092	0.130171	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	1.43698	L
8.79512	-7.45945	-2.64816	2.20271	0.09634	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	4.89004	R
8.85132	-7.59998	-2.64786	2.17985	0.0676731	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	0.539146	L
8.95173	-7.72951	-2.71789	2.1952	0.0868708	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	3.36642	R
9.01276	-7.87961	-2.72737	2.17091	0.0574909	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0.529616	L
9.09879	-8.00654	-2.76696	2.17487	0.0617785	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	1.00372	R
9.14092	-8.15672	-2.77755	2.1399	0.0232542	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	0.932472	L
9.17497	-8.27792	-2.66228	2.1035	-0.0287372	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	8.77325	R
9.22077	-8.42259	-2.66271	2.07698	-0.0540001	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0.444693	L
9.29163	-8.55383	-2.67349	2.07408	-0.0524723	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0.120919	R
9.33018	-8.70826	-2.68086	2.04096	-0.0828208	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0.579341	L
9.39482	-8.84404	-2.69031	2.03474	-0.0832057	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0.13739	R
9.42784	-9.00036	-2.69753	2.00038	-0.112964	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0.57214	L
9.49529	-9.13	-2.73603	2.00526	-0.0960185	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	1.06081	R
9.51869	-9.28709	-2.75404	1.96672	-0.129455	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	0.794881	L
9.57467	-9.42918	-2.75997	1.95865	-0.129327	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0.0883117	R
9.6062	-9.59212	-2.77306	1.92752	-0.153094	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0.39156	L
9.66051	-9.72577	-2.79515	1.92698	-0.141426	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0.441991	R
9.68226	-9.88025	-2.8105	1.89516	-0.165843	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0.449604	L
9.70859	-10.0092	-2.78146	1.87153	-0.187025	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0.698349	R
9.74759	-10.1439	-2.78308	1.86069	-0.188465	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0.00257719	L
9.75313	-10.2834	-2.71382	1.81257	-0.243167	9.77731	-10.3295	9.75	-10.3	0	-2.72851	4.54875	R
9.78069	-10.434	-2.71848	1.79296	-0.249284	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0.0305745	L
9.83229	-10.5877	-2.7533	1.79726	-0.223427	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	1.01724	R
9.86024	-10.7398	-2.7575	1.78053	-0.227723	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0.0176489	L
9.8672	-10.8713	-2.725	1.74746	-0.25876	9.84397	-10.9287	9.85	-10.9	0	-3.00318	1.17978	R
9.87885	-11.0162	-2.73566	1.72451	-0.268423	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0.104112	L
9.89448	-11.1482	-2.73415	1.71013	-0.268212	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0.367531	R
9.89114	-11.3015	-2.75218	1.67879	-0.285481	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0.32149	L
9.91109	-11.4419	-2.76897	1.67333	-0.270906	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0.424221	R
9.89959	-11.5972	-2.78726	1.64011	-0.289827	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0.374492	L
9.8281	-11.7289	-2.67673	1.53544	-0.419104	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	15.9457	R
9.80451	-11.8756	-2.67584	1.50127	-0.430071	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0.211701	L
9.76903	-12.0205	-2.65436	1.44934	-0.471283	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	1.39725	R
9.72461	-12.1671	-2.65819	1.40651	-0.487663	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	0.389122	L
9.68257	-12.3073	-2.64743	1.36294	-0.51053	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0.369482	R
9.6256	-12.4557	-2.65892	1.31788	-0.526436	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0.325622	L
9.50982	-12.5738	-2.60196	1.19811	-0.656956	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	10.051	R
9.43433	-12.7004	-2.60058	1.14792	-0.670561	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	0.447383	L
9.2789	-12.7886	-2.55679	0.990349	-0.850101	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	16.9029	R
9.16736	-12.8905	-2.56771	0.922078	-0.87377	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	1.25734	L
9.00913	-12.9772	-2.56383	0.785823	-0.999782	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	7.5582	R
8.89546	-13.0587	-2.55205	0.720776	-1.01019	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	0.574584	L
8.76958	-13.1382	-2.55382	0.642872	-1.041	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	0.648178	R
8.63499	-13.209	-2.5573	0.571293	-1.05407	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	0.583603	L
8.42161	-13.2198	-2.60743	0.370733	-1.2684	8.27267	-12.996	8.4	-13.15	-2.99683	0	22.2127	R
8.29307	-13.2454	-2.59463	0.297429	-1.279	8.25965	-13.1488	8.25	-13.15	-2.9968	0	0.548592	L
8.16864	-13.283	-2.56917	0.247978	-1.24466	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	1.59448	R
8.01797	-13.3038	-2.57438	0.169745	-1.253	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	0.337838	L
7.86715	-13.3178	-2.59373	0.084334	-1.27874	7.866	-13.4154	7.8	-13.25	-2.7295	0	0.564785	R
7.70775	-13.3136	-2.60561	0.00228959	-1.28803	7.62489	-13.249	7.65	-13.25	-2.7295	0	0.586463	L
7.57857	-13.3111	-2.60166	-0.0585217	-1.28161	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.0785136	R
7.43096	-13.2928	-2.62033	-0.130482	-1.28624	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0.529827	L
7.27012	-13.2474	-2.66389	-0.233832	-1.33438	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	1.88743	R
7.11592	-13.202	-2.67872	-0.312636	-1.33736	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0.324131	L
6.98095	-13.1562	-2.65647	-0.37553	-1.31755	6.79473	-13.0433	6.85	-13.15	-3.63709	0	1.01356	R
6.80812	-13.1169	-2.70994	-0.433561	-1.29655	6.65123	-13.1604	6.65	-13.15	-3.63709	0	1.48819	L
6.68144	-13.0594	-2.72326	-0.497559	-1.29734	6.54115	-13.2079	6.5	-13.1	-3.0006	1.00018	0.294715	R
6.52155	-13.0092	-2.77725	-0.544014	-1.27258	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	1.64532	L
6.4303	-12.9996	-2.58692	-0.533078	-1.14648	6.27012	-13.1139	6.25	-13.05	-1.81729	0	24.3937	R
6.27035	-12.956	-2.62975	-0.565476	-1.11175	6.14459	-13.0471	6.15	-13.05	-1.81729	0	1.42569	L
6.13977	-12.8634	-2.67367	-0.638837	-1.13256	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	1.16331	R
5.98638	-12.7948	-2.71197	-0.67519	-1.10351	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	1.01682	L
5.88332	-12.7278	-2.6777	-0.711515	-1.07696	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	1.16167	R
5.72656	-12.6728	-2.72781	-0.723194	-1.03123	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	2.1913	L
5.63125	-12.6201	-2.64087	-0.738271	-0.976847	5.45236	-12.7392	5.45	-12.7	-2.00001	1	5.68158	R
5.4884	-12.5612	-2.67496	-0.749069	-0.936906	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	1.47307	L
5.38671	-12.4691	-2.68606	-0.794035	-0.936354	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0.181923	R
5.25469	-12.3927	-2.71445	-0.811159	-0.905118	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	0.939704	L
5.15333	-12.3005	-2.69403	-0.848183	-0.890559	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	0.951362	R
5.02723	-12.2051	-2.71223	-0.872827	-0.865501	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0.517302	L
4.92823	-12.0649	-2.82638	-0.940299	-0.906139	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	8.02917	R
4.82321	-11.9569	-2.84297	-0.969244	-0.88886	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0.314635	L
4.75001	-11.8538	-2.78772	-1.00364	-0.872143	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	2.2861	R
4.66727	-11.7403	-2.79231	-1.03902	-0.863642	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0.0548462	L
4.58693	-11.602	-2.85927	-1.0866	-0.872903	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	2.58003	R
4.53524	-11.4688	-2.85506	-1.13959	-0.882549	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0.0673866	L
4.46809	-11.3225	-2.90798	-1.18469	-0.884611	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	1.49174	R
4.43056	-11.1771	-2.90835	-1.24136	-0.897308	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0.126334	L
4.42645	-11.0512	-2.77169	-1.3124	-0.92255	4.43671	-11.0976	4.45	-11.05	0	1.8168	9.9766	R
4.40098	-10.9087	-2.76085	-1.36752	-0.927769	4.43803	-10.9525	4.45	-10.95	0	1.81679	0.172715	L
4.3748	-10.7689	-2.77238	-1.4135	-0.92653	4.40556	-10.7068	4.45	-10.8	0	3.00139	0.10237	R
4.38072	-10.6316	-2.76281	-1.47618	-0.944045	4.45507	-10.6618	4.45	-10.65	0	3.00138	0.366176	L
4.42962	-10.5113	-2.65362	-1.57386	-1.0102	4.44716	-10.5583	4.45	-10.55	0	2.00041	8.26397	R
4.43524	-10.3879	-2.64298	-1.6236	-1.01021	4.45187	-10.4417	4.45	-10.45	0	2.00038	0.16305	L
4.45123	-10.2558	-2.63808	-1.67992	-1.01754	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0.0666172	R
4.48932	-10.1234	-2.63827	-1.74554	-1.0326	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0.245314	L
4.49173	-9.97682	-2.66846	-1.77175	-0.990591	4.56608	-10.005	4.55	-10	0	2.72717	1.55315	R
4.53299	-9.83417	-2.66907	-1.83198	-0.996384	4.55922	-9.84124	4.55	-9.85	0	2.72714	0.0421269	L
4.58876	-9.69458	-2.66265	-1.90159	-1.01565	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0.225769	R
4.6653	-9.55153	-2.67631	-1.97521	-1.03253	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0.378982	L
4.66833	-9.41197	-2.71086	-1.96246	-0.942283	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	4.71454	R
4.75112	-9.2782	-2.7338	-2.02804	-0.958782	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0.583658	L
4.87268	-9.17208	-2.71939	-2.14258	-1.04955	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	4.15873	R
4.96533	-9.05407	-2.73492	-2.20476	-1.05782	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0.218792	L
4.97644	-8.92646	-2.73082	-2.1644	-0.923304	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	9.1882	R
5.07388	-8.80087	-2.75967	-2.21886	-0.928862	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0.519688	L
5.19763	-8.6951	-2.76135	-2.3029	-0.973745	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	1.24648	R
5.31443	-8.58147	-2.77491	-2.36248	-0.978366	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0.1472	L
5.34568	-8.45304	-2.75457	-2.31959	-0.843055	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	9.15339	R
5.46106	-8.33634	-2.79069	-2.36613	-0.84414	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0.720108	L
5.56716	-8.23405	-2.80218	-2.4106	-0.848095	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	0.434051	R
5.68781	-8.12678	-2.83212	-2.45415	-0.846734	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0.489721	L
5.74626	-8.00694	-2.805	-2.42248	-0.733297	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	7.05731	R
5.85328	-7.91077	-2.8108	-2.45686	-0.730752	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0.0464589	L
5.93916	-7.80396	-2.80091	-2.45712	-0.675164	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	1.82984	R
6.04882	-7.70539	-2.81191	-2.48591	-0.669812	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0.183928	L
6.15162	-7.5967	-2.79959	-2.49039	-0.618976	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	1.51236	R
