px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
40.2265	13.4273	3.32307	0.208492	-0.250085	39.9009	13.6243	40.0971	13.6505	2.66232	1.36458	1.41509	R
42.7667	14.8202	3.29525	0.601727	0.165042	42.7664	14.8294	42.7638	15.0065	2.65515	1.33938	0.490169	L
42.7427	14.8125	3.3575	0.580892	0.134865	42.5714	14.9817	42.7638	15.0065	2.65515	1.33938	0.196228	R
45.3406	16.5448	3.59729	0.559838	0.0316662	45.3572	16.5524	45.4265	16.3307	2.64546	1.297	0.34346	L
45.3851	16.5604	3.44833	0.584102	0.0928705	45.649	16.5213	45.4265	16.3307	2.64546	1.297	0.86841	R
48.1509	17.2901	3.31731	0.134054	-0.255868	48.1541	17.2835	48.0823	17.6063	2.6326	1.23832	0.376151	L
48.1261	17.2783	3.09953	0.0979632	-0.321365	47.9331	17.5349	48.0823	17.6063	2.6326	1.23832	0.328156	R
50.6198	19.0554	2.95411	0.861758	0.379795	50.6228	19.0721	50.7276	18.8172	2.61569	1.16454	1.49299	L
50.6007	19.0328	3.17226	0.74332	0.19861	50.5737	18.7834	50.7276	18.8172	2.61569	1.16454	0.457467	R
53.7	19.899	3.12855	0.0224417	-0.408533	53.7268	19.8982	53.3577	19.9486	2.59372	1.07716	1.70685	L
53.6682	19.8855	3.06754	0.0159206	-0.427372	53.5277	19.862	53.3577	19.9486	2.59372	1.07716	0.281514	R
56.0476	21.074	2.6315	0.489196	0.155187	56.0322	21.0923	55.9669	20.9874	2.56561	0.978022	1.54421	L
56.019	21.0553	2.76537	0.443266	0.103286	55.867	20.985	55.9669	20.9874	2.56561	0.978022	0.475429	R
58.6455	21.7818	2.97297	0.125085	-0.170937	58.6632	21.7821	58.5483	21.9225	2.53033	0.869205	0.521426	L
58.647	21.7855	3.03373	0.139077	-0.149386	58.5799	21.9815	58.5483	21.9225	2.53033	0.869205	0.0259351	R
60.8765	22.7805	2.88953	0.489339	0.17016	60.8722	22.7876	61.0941	22.7449	2.48697	0.753031	0.339036	L
60.8486	22.7695	2.86157	0.484011	0.167742	60.7648	22.6398	61.0941	22.7449	2.48697	0.753031	0.21508	R
63.3707	23.4103	2.93392	0.119651	-0.174394	63.3821	23.4069	63.5955	23.4479	2.43482	0.631987	0.405233	L
63.4554	23.438	2.82777	0.06973	-0.237259	63.7478	23.7442	63.5955	23.4479	2.43482	0.631987	2.06058	R
66.3103	23.9868	3.19577	0.31397	0.0762125	66.3403	23.9959	66.0431	24.0276	2.37349	0.508655	1.09586	L
66.2171	23.9608	2.62855	0.30874	0.0578533	65.8838	23.9541	66.0431	24.0276	2.37349	0.508655	2.55678	R
68.2625	24.3617	2.61463	0.182846	-0.0591131	68.2621	24.3582	68.4273	24.4824	2.30293	0.385623	0.041557	L
68.3493	24.3934	2.68675	0.189164	-0.0517741	68.6759	24.6059	68.4273	24.4824	2.30293	0.385623	1.99125	R
70.8133	24.8792	2.8992	0.246913	0.0182685	70.8275	24.8844	70.7385	24.8137	2.22347	0.265395	0.27018	L
70.7795	24.8658	2.5295	0.220007	-0.027649	70.7403	24.6728	70.7385	24.8137	2.22347	0.265395	0.613314	R
72.8912	24.7197	2.55822	-0.17403	-0.258518	72.8923	24.7135	72.9675	25.025	2.13584	0.150292	0.150648	L
72.9409	24.7367	2.56606	-0.175604	-0.268547	73.0732	25.0343	72.9675	25.025	2.13584	0.150292	0.682962	R
75.0068	25.2436	2.17689	0.304747	0.20058	75.0021	25.2595	75.1062	25.1224	2.04114	0.0423626	0.903482	L
74.9947	25.2394	2.15799	0.300644	0.19769	74.9748	25.1378	75.1062	25.1224	2.04114	0.0423626	0.0388732	R
77.1117	24.9447	2.26411	-0.385796	-0.360871	77.1225	24.9297	77.1475	25.1137	1.9408	-0.0566979	0.895245	L
77.1361	24.9524	2.26355	-0.396532	-0.376594	77.1386	25.2948	77.1475	25.1137	1.9408	-0.0566979	0.179834	R
79.1018	25.0139	1.85287	0.0734331	0.164952	79.1089	25.0369	79.0861	25.0086	1.83649	-0.145607	1.42243	L
79.1149	25.0154	1.89014	0.0838292	0.179058	79.1718	24.9698	79.0861	25.0086	1.83649	-0.145607	0.0339918	R
80.8005	24.8737	2.02079	-0.033275	-0.00699829	80.8074	24.8688	80.9183	24.8178	1.73008	-0.223536	0.13505	L
80.8499	24.8807	1.84587	-0.0983331	-0.114074	81.1423	24.8704	80.9183	24.8178	1.73008	-0.223536	1.2343	R
82.5982	24.6368	2.15721	-0.0876666	-0.0333716	82.6216	24.6393	82.6423	24.5525	1.6235	-0.29012	0.349686	L
82.5709	24.6246	1.91865	-0.185749	-0.200579	82.5085	24.8114	82.6423	24.5525	1.6235	-0.29012	0.458035	R
84.1624	24.5434	1.96071	0.00316463	0.0391033	84.1733	24.5504	84.2584	24.2245	1.51869	-0.345444	0.229977	L
84.1589	24.5452	1.81542	-0.0304116	-0.0315792	84.2898	24.3312	84.2584	24.2245	1.51869	-0.345444	0.231515	R
85.6374	23.8186	1.91119	-0.551878	-0.330125	85.6378	23.808	85.7688	23.8451	1.41749	-0.390006	0.274573	L
85.6943	23.8356	1.97556	-0.518582	-0.298152	85.9743	23.7547	85.7688	23.8451	1.41749	-0.390006	0.856882	R
86.9603	23.5023	1.3345	-0.329083	-0.0129708	86.9449	23.527	87.1776	23.4252	1.32159	-0.424654	0.95934	L
87.0741	23.537	1.41919	-0.267961	0.0190414	87.6171	23.5127	87.1776	23.4252	1.32159	-0.424654	3.65568	R
88.7665	22.7943	2.25418	-0.380658	-0.0572917	88.8227	22.7869	88.4904	22.9745	1.23247	-0.450514	1.76352	L
88.6912	22.7604	2.07063	-0.594159	-0.341741	88.4191	22.9498	88.4904	22.9745	1.23247	-0.450514	1.19206	R
89.5454	22.2688	1.02586	-0.696311	-0.231485	89.4967	22.3082	89.7145	22.5017	1.15138	-0.468904	2.38213	L
89.617	22.2814	1.15998	-0.561976	-0.0286601	89.7821	22.4826	89.7145	22.5017	1.15138	-0.468904	0.991028	R
90.5007	21.6671	1.30112	-0.497569	0.031311	90.5133	21.6677	90.858	22.0141	1.07929	-0.481241	0.0764885	L
90.5793	21.6877	1.38331	-0.412931	0.0902556	90.8419	22.0974	90.858	22.0141	1.07929	-0.481241	1.70879	R
91.7067	21.1166	1.54469	-0.321724	0.0934394	91.7178	21.1152	91.9302	21.5174	1.01698	-0.488963	0.0637696	L
91.7478	21.1244	1.43677	-0.435712	-0.129926	92.0492	21.5289	91.9302	21.5174	1.01698	-0.488963	2.31117	R
92.852	20.9407	1.35216	-0.0827592	0.159946	92.8599	20.9537	92.9411	21.016	0.964993	-0.493443	0.324306	L
92.9069	20.9683	1.19542	-0.0690462	0.0941944	93.3186	21.0712	92.9411	21.016	0.964993	-0.493443	2.70614	R
93.5028	20.2453	0.839352	-0.82387	-0.411809	93.4668	20.2155	93.9011	20.513	0.92369	-0.495918	1.40915	L
93.5749	20.289	1.07952	-0.560328	-0.0868834	93.7423	20.5071	93.9011	20.513	0.92369	-0.495918	1.46533	R
95.2289	19.6558	2.23618	0.0984731	0.384206	95.3229	19.6585	94.8209	20.01	0.893308	-0.497439	4.53247	L
95.022	19.661	1.48082	-0.0797204	0.179198	94.494	19.8854	94.8209	20.01	0.893308	-0.497439	8.50275	R
95.5373	19.7	0.993002	0.145401	0.206485	95.5039	19.6984	95.7116	19.5078	0.87398	-0.498816	0.864428	L
95.5412	19.7015	0.906531	0.14198	0.200273	95.6097	19.5804	95.7116	19.5078	0.87398	-0.498816	0.0623763	R
96.2629	19.2028	0.840233	-0.766465	-0.441703	96.264	19.1597	96.5842	19.0066	0.865773	-0.50059	1.31789	L
96.31	19.2338	1.02307	-0.584109	-0.247279	96.559	18.8688	96.5842	19.0066	0.865773	-0.50059	0.739725	R
97.4691	18.7242	1.65861	-0.150252	0.16291	97.5286	18.727	97.45	18.506	0.868716	-0.503009	1.81739	L
97.4098	18.7259	1.39413	-0.297905	-0.0548295	97.5333	18.1735	97.45	18.506	0.868716	-0.503009	1.08819	R
98.2211	18.3712	1.2347	-0.315971	-0.0362727	98.2105	18.3739	98.3198	18.0049	0.882804	-0.506023	0.0659056	L
98.2297	18.3721	1.12042	-0.379186	-0.148335	98.4162	18.1556	98.3198	18.0049	0.882804	-0.506023	0.449909	R
99.0265	17.3774	1.46775	-1.08139	-0.46429	99.0363	17.357	99.2049	17.503	0.908006	-0.509278	0.53823	L
99.0404	17.412	1.46103	-0.740963	-0.0329515	98.9782	17.2949	99.2049	17.503	0.908006	-0.509278	0.740038	R
99.9915	16.9615	1.09659	-0.399142	0.187559	99.9969	16.9882	100.117	17.0001	0.944242	-0.512134	0.640186	L
100.062	16.9777	1.09811	-0.365318	0.174832	100.441	16.9521	100.117	17.0001	0.944242	-0.512134	1.82144	R
101.174	16.5384	1.50322	-0.173075	0.184354	101.204	16.5368	101.066	16.497	0.991362	-0.513687	0.447023	L
101.141	16.5297	1.28871	-0.289071	0.0318886	101.169	16.4353	101.066	16.497	0.991362	-0.513687	0.475943	R
102.359	16.3924	1.58419	0.117521	0.249789	102.387	16.3992	102.063	15.9949	1.04911	-0.512803	0.481827	L
102.269	16.3856	1.24381	0.0866068	0.219941	102.081	15.8359	102.063	15.9949	1.04911	-0.512803	1.70313	R
103.022	15.3988	0.95857	-1.15093	-0.627585	103.003	15.353	103.119	15.4967	1.11708	-0.508169	2.5367	L
102.97	15.4612	1.17131	-0.604552	0.0359452	102.776	15.1195	103.119	15.4967	1.11708	-0.508169	2.87804	R
104.083	15.2446	1.26899	0.0732933	0.426912	104.114	15.2708	104.244	15.0064	1.19469	-0.498349	0.975957	L
104.042	15.2352	1.26142	0.0324916	0.402612	103.905	14.7607	104.244	15.0064	1.19469	-0.498349	0.578165	R
105.516	14.4735	1.64333	-0.88551	-0.384809	105.541	14.4413	105.447	14.5293	1.28111	-0.481861	2.03771	L
105.468	14.4905	1.71929	-0.695522	-0.153859	105.316	14.0026	105.447	14.5293	1.28111	-0.481861	0.865211	R
106.814	14.0269	1.48456	-0.244303	0.228791	106.831	14.0482	106.737	14.0724	1.37529	-0.457255	0.90957	L
106.764	14.0114	1.52434	-0.253052	0.262649	106.439	14.2401	106.737	14.0724	1.37529	-0.457255	1.19519	R
108.073	13.6621	1.68293	-0.0647418	0.21614	108.084	13.6604	108.122	13.644	1.47592	-0.423202	0.0742435	L
108.082	13.6631	1.66703	-0.0670933	0.209304	108.131	13.6844	108.122	13.644	1.47592	-0.423202	0.0383314	R
109.525	13.5718	1.8031	0.0750607	0.168449	109.534	13.5714	109.606	13.2536	1.58144	-0.378583	0.0702875	L
109.484	13.5661	1.64714	0.0582924	0.153002	109.388	13.1556	109.606	13.2536	1.58144	-0.378583	0.402509	R
111.053	12.6069	1.79905	-0.957004	-0.547758	111.063	12.5814	111.196	12.9118	1.69008	-0.322574	1.43772	L
111.134	12.6638	2.10525	-0.584278	-0.0445675	111.426	12.9557	111.196	12.9118	1.69008	-0.322574	2.59643	R
112.899	12.4639	1.75135	0.0387725	0.381318	112.913	12.4877	112.893	12.6299	1.7999	-0.254723	1.24368	L
112.897	12.4566	1.81868	0.0357254	0.383109	112.797	12.8241	112.893	12.6299	1.7999	-0.254723	0.111912	R
114.779	12.5507	2.14118	0.166086	0.220847	114.801	12.5506	114.699	12.4195	1.90891	-0.175007	0.501351	L
114.795	12.5527	2.02084	0.154993	0.218621	114.916	12.3187	114.699	12.4195	1.90891	-0.175007	0.192117	R
116.674	12.1162	2.12244	-0.413938	-0.260522	116.687	12.1036	116.611	12.2921	2.01507	-0.0838683	0.72433	L
116.714	12.1332	2.36289	-0.306452	-0.109336	116.871	12.0659	116.611	12.2921	2.01507	-0.0838683	0.566431	R
118.926	11.9957	2.57697	0.103874	0.222071	118.953	12.0009	118.628	12.2586	2.11647	0.0177712	0.719722	L
118.905	12.0025	2.38666	0.116292	0.234576	118.85	12.4063	118.628	12.2586	2.11647	0.0177712	0.245853	R
120.697	12.2939	2.35121	0.269085	0.183222	120.695	12.2918	120.743	12.3289	2.21139	0.128528	0.0161757	L
120.74	12.2983	2.34932	0.266388	0.184355	120.934	12.1905	120.743	12.3289	2.21139	0.128528	0.457262	R
123.52	12.8238	3.00159	-0.00635178	-0.108922	123.568	12.8297	122.95	12.5114	2.29835	0.246599	2.38832	L
123.439	12.8086	2.65905	-0.0396444	-0.161614	123.142	12.7694	122.95	12.5114	2.29835	0.246599	1.6449	R
124.914	12.7715	2.33013	-0.116838	-0.110597	124.894	12.7743	125.242	12.8125	2.37624	0.369827	0.59663	L
125.015	12.7854	2.66295	-0.0668438	-0.0362988	125.376	12.9964	125.242	12.8125	2.37624	0.369827	2.35249	R
127.819	13.3182	3.06573	0.476272	0.331356	127.853	13.3273	127.609	13.2365	2.44434	0.495787	1.46836	L
127.754	13.3146	2.95699	0.491785	0.366925	127.506	13.153	127.609	13.2365	2.44434	0.495787	0.986656	R
129.958	13.7158	2.47677	0.235058	-0.0246361	129.947	13.6963	130.042	13.7853	2.50232	0.621879	0.885017	L
130.032	13.7225	2.54987	0.211558	-0.0426787	130.334	13.781	130.042	13.7853	2.50232	0.621879	1.30343	R
132.088	14.5029	2.63676	0.37758	0.0901874	132.092	14.507	132.53	14.458	2.55028	0.74543	0.0730679	L
132.157	14.5075	2.79494	0.341623	0.0393034	132.447	14.3423	132.53	14.458	2.55028	0.74543	1.08563	R
135.036	15.0441	3.25415	-0.0187004	-0.216748	135.073	15.0475	135.066	15.2513	2.58865	0.863795	1.33636	L
135.037	15.0349	2.95107	-0.0731435	-0.29733	135.127	14.6575	135.066	15.2513	2.58865	0.863795	0.439799	R
137.558	16.1992	2.84699	0.647412	0.351738	137.561	16.2147	137.639	16.1592	2.61821	0.974442	1.21638	L
137.586	16.1873	3.16718	0.511006	0.131198	137.653	16.5145	137.639	16.1592	2.61821	0.974442	0.584155	R
140.316	17.0107	3.175	0.184799	-0.169806	140.331	17.008	140.242	17.1733	2.63994	1.07503	0.454839	L
140.32	17.0086	3.09901	0.188597	-0.160453	140.305	17.5379	140.242	17.1733	2.63994	1.07503	0.0897727	R
142.885	17.986	3.1824	0.402453	0.0805036	142.888	17.9918	142.868	18.2829	2.65497	1.16346	0.186608	L
142.839	17.9809	3.13948	0.409292	0.0905512	142.626	18.1458	142.868	18.2829	2.65497	1.16346	0.509042	R
145.38	19.1587	3.30418	0.405995	0.029047	145.392	19.1617	145.51	19.4754	2.66445	1.23795	0.145671	L
145.458	19.1697	3.26258	0.415055	0.0673422	145.789	19.3785	145.51	19.4754	2.66445	1.23795	1.74718	R
148.231	20.4695	3.54949	0.394542	0.0089008	148.251	20.4754	148.163	20.7364	2.66951	1.29702	0.392469	L
148.214	20.4709	3.25755	0.474987	0.154669	148.146	20.9376	148.163	20.7364	2.66951	1.29702	0.426139	R
150.674	22.1083	3.46285	0.619941	0.146727	150.686	22.1142	150.825	22.0502	2.67111	1.33953	0.175952	L
150.663	22.1055	3.49145	0.603174	0.11272	150.649	21.8148	150.825	22.0502	2.67111	1.33953	0.0535075	R
153.411	23.4914	3.48582	0.39458	-0.0948717	153.422	23.4909	153.491	23.3999	2.66999	1.3647	0.232867	L
153.39	23.4842	3.26711	0.471482	0.0403354	153.466	22.9115	153.491	23.3999	2.66999	1.3647	0.363326	R
156.035	24.805	3.42778	0.413013	-0.0240804	156.047	24.8084	156.159	24.7682	2.66666	1.37208	0.158744	L
156.026	24.8071	3.1176	0.488881	0.116207	156.009	25.0678	156.159	24.7682	2.66666	1.37208	0.439578	R
158.877	26.0224	3.48226	0.294803	-0.086102	158.905	26.0308	158.827	26.1372	2.66127	1.36157	0.863897	L
158.901	26.0251	3.3236	0.308076	-0.0487277	159.014	26.1903	158.827	26.1372	2.66127	1.36157	0.377855	R
161.41	27.4213	3.40194	0.549597	0.136786	161.412	27.4256	161.493	27.4891	2.65371	1.33344	0.110651	L
161.442	27.432	3.25356	0.604225	0.232844	161.529	27.8454	161.493	27.4891	2.65371	1.33344	0.433955	R
163.629	28.7761	3.0445	0.568018	0.060718	163.625	28.7683	164.155	28.8064	2.64354	1.28825	0.157714	L
163.739	28.7936	3.15216	0.530671	0.0253997	164.116	29.315	164.155	28.8064	2.64354	1.28825	2.96268	R
166.781	30.1904	3.80059	0.286286	-0.15323	166.828	30.2062	166.809	30.0721	2.63006	1.22694	1.81134	L
166.733	30.1753	3.31673	0.358209	-0.0242982	166.748	29.7121	166.809	30.0721	2.63006	1.22694	1.3983	R
169.1	31.3704	3.30306	0.47795	0.068278	169.097	31.3717	169.452	31.2706	2.61238	1.15075	0.0298837	L
169.12	31.3764	3.17407	0.510379	0.126464	169.345	30.7063	169.452	31.2706	2.61238	1.15075	0.218106	R
172.144	32.3333	3.50687	0.134144	-0.200181	172.175	32.3404	172.079	32.3873	2.58945	1.06126	1.09786	L
172.144	32.3241	3.17455	0.100376	-0.244363	172.135	32.6666	172.079	32.3873	2.58945	1.06126	0.528217	R
174.644	33.4526	3.14337	0.530605	0.188927	174.643	33.4625	174.685	33.4094	2.56021	0.960341	0.530581	L
174.627	33.4533	3.0255	0.56221	0.240673	174.474	33.9157	174.685	33.4094	2.56021	0.960341	0.106153	R
177.027	34.2096	2.84311	0.257572	-0.112152	177.03	34.2009	177.261	34.3262	2.52363	0.850119	0.43329	L
177.043	34.2086	2.73486	0.251863	-0.108148	177.211	33.8467	177.261	34.3262	2.52363	0.850119	0.194503	R
180.114	35.1348	3.23566	0.281128	-0.0202872	180.145	35.1423	179.799	35.1289	2.47883	0.732949	1.50039	L
180.011	35.118	2.82587	0.324716	0.0394352	179.543	35.4767	179.799	35.1289	2.47883	0.732949	2.6269	R
182.586	35.7524	3.0074	0.158463	-0.0910211	182.599	35.753	182.292	35.8114	2.42515	0.611338	0.26966	L
182.499	35.7339	2.714	0.159965	-0.0979977	182.047	36.2626	182.292	35.8114	2.42515	0.611338	1.87062	R
184.728	36.5091	2.78048	0.415148	0.125656	184.732	36.5155	184.73	36.37	2.36226	0.487877	0.170979	L
184.729	36.5147	2.53706	0.463262	0.199204	184.833	36.1451	184.73	36.37	2.36226	0.487877	0.212921	R
186.933	36.9453	2.57102	0.0742696	-0.174262	186.946	36.9404	187.103	36.804	2.29017	0.365145	0.467969	L
187	36.9574	2.60139	0.0505657	-0.191683	187.296	36.9375	187.103	36.804	2.29017	0.365145	1.12604	R
189.451	37.3981	2.79225	0.26492	0.0672377	189.465	37.4052	189.401	37.1147	2.20928	0.245623	0.431351	L
189.481	37.4083	2.50494	0.306436	0.113798	189.738	36.951	189.401	37.1147	2.20928	0.245623	0.663895	R
191.726	37.5688	2.59075	-0.0523975	-0.185553	191.735	37.5631	191.615	37.3064	2.12038	0.131592	0.307448	L
191.699	37.5584	2.40977	-0.0870721	-0.240429	191.682	37.1147	191.615	37.3064	2.12038	0.131592	0.255224	R
193.477	37.2764	2.30315	-0.223195	-0.1758	193.471	37.2789	193.738	37.3854	2.02462	0.0250453	0.0457731	L
193.496	37.2802	2.30989	-0.219037	-0.176274	193.555	37.4234	193.738	37.3854	2.02462	0.0250453	0.0999522	R
195.944	37.3939	2.78092	0.263899	0.244839	195.991	37.3991	195.762	37.3598	1.92349	-0.072386	1.77473	L
195.836	37.3982	2.24192	0.313535	0.322963	195.507	37.4891	195.762	37.3598	1.92349	-0.072386	2.8955	R
197.717	37.7349	2.29122	0.186168	0.0401073	197.725	37.7285	197.683	37.2395	1.81869	-0.159495	0.237306	L
197.672	37.7247	2.08275	0.178185	0.033465	197.582	37.303	197.683	37.2395	1.81869	-0.159495	0.528184	R
199.297	37.2995	1.99192	-0.402112	-0.348466	199.294	37.2862	199.497	37.0353	1.71212	-0.235529	0.451939	L
199.31	37.3037	2.02518	-0.389778	-0.329859	199.356	37.3527	199.497	37.0353	1.71212	-0.235529	0.0453055	R
201.497	36.9976	2.50027	0.0242012	0.151755	201.549	36.9973	201.203	36.7587	1.6057	-0.300201	2.06018	L
201.367	36.9975	2.01535	-0.0826822	-0.00384321	200.932	37.4694	201.203	36.7587	1.6057	-0.300201	3.42314	R
202.961	36.4622	2.07182	-0.355759	-0.169736	202.962	36.4568	202.801	36.4213	1.50137	-0.353671	0.0828183	L
202.92	36.4448	1.84397	-0.468716	-0.338394	202.65	37.2445	202.801	36.4213	1.50137	-0.353671	0.530623	R
204.011	36.1737	1.25845	-0.345513	-0.0649383	203.991	36.1967	204.294	36.0343	1.40095	-0.396497	0.828544	L
204.014	36.1578	1.50642	-0.24519	0.128315	203.809	36.2941	204.294	36.0343	1.40095	-0.396497	1.14594	R
